"area_name","name","address","lat","lng","input_fld_1","input_fld_2","input_fld_3","web_state"
"徳島市","南部中学校","徳島市勝占町外敷地62","34.0169567","134.5564956","徳島市","088-669-0724","770-8023","public"
"美馬市","岩倉中学校","美馬市脇町別所3406","34.06134","134.10759","美馬市","0883-52-3303","779-3620","public"
"吉野川市","川島中学校","吉野川市川島町桑村2558","34.056534","134.313721","吉野川市","0883-25-2734","779-3303","public"
"徳島市","北井上中学校","徳島市国府町西黒田字南傍示202","34.098419","134.466232","徳島市","088-642-1034","779-3102","public"
"徳島市","徳島中学校","徳島市中前川町3-16","34.08013701","134.5526949","徳島市","088-623-1371","770-0807","public"
"徳島市","城西中学校","徳島市南矢三町2-7-77","34.08160724","134.5269518","徳島市","088-631-5543","770-0005","public"
"徳島市","富田中学校","徳島市中昭和町3-77","34.05935197","134.5585859","徳島市","088-623-3737","770-0943","public"
"徳島市","城東中学校","徳島市安宅3-2-76","34.06987859","134.577507","徳島市","088-622-2413","770-0863","public"
"徳島市","津田中学校","徳島市津田西町2-2-14","34.04844821","134.5754671","徳島市","088-662-0054","770-8004","public"
"徳島市","加茂名中学校","徳島市庄町1-76-1","34.07345061","134.5120032","徳島市","088-631-8686","770-0044","public"
"徳島市","八万中学校","徳島市城南町3-4-22","34.05367934","134.5390653","徳島市","088-652-2048","770-8064","public"
"徳島市","不動中学校","徳島市不動本町2-124","34.09730778","134.5077297","徳島市","088-631-0221","770-0063","public"
"徳島市","上八万中学校","徳島市下町本丁131","34.03699228","134.4833269","徳島市","088-644-0050","779-3131","public"
"徳島市","入田中学校","徳島市入田町春日181-1","34.04146219","134.441738","徳島市","088-644-0153","779-3133","public"
"徳島市","川内中学校","徳島市川内町竹須賀151","34.10808822","134.5746609","徳島市","088-665-3471","771-0141","public"
"徳島市","応神中学校","徳島市応神町吉成字長田130-1","34.11260892","134.5302327","徳島市","088-641-1019","771-1153","public"
"徳島市","国府中学校","徳島市国府町府中68-1","34.07143082","134.4836331","徳島市","088-642-1403","779-3122","public"
"鳴門市","大麻中学校広塚分校","鳴門市大麻町板東字広塚42","34.17415098","134.506738","鳴門市","088-689-1219","779-0230","public"
"鳴門市","第一中学校","鳴門市撫養町南浜字浜田37-1","34.172417","134.605408","鳴門市","088-685-2542","772-0003","public"
"鳴門市","大麻中学校","鳴門市大麻町池谷字長田105","34.15740464","134.5287821","鳴門市","088-689-0230","779-0303","public"
"鳴門市","第二中学校","鳴門市撫養町立岩字内田150","34.17686118","134.6221567","鳴門市","088-685-7911","772-0017","public"
"鳴門市","鳴門中学校","鳴門市鳴門町三ツ石字芙蓉山下251","34.20274081","134.6105636","鳴門市","088-687-1153","772-0052","public"
"鳴門市","瀬戸中学校","鳴門市瀬戸町堂浦字地廻り壱96-4","34.21490499","134.5843726","鳴門市","088-688-0033","771-0361","public"
"鳴門市","北灘中学校","鳴門市北灘町大浦字東浦75","34.2239814","134.5258123","鳴門市","088-682-0012","771-0373","public"
"小松島市","坂野中学校","小松島市坂野町字根上り37","33.98244427","134.6316734","小松島市","0885-37-1504","773-0023","public"
"小松島市","立江中学校","小松島市立江町字鍋寺36","33.96327408","134.5993199","小松島市","0885-37-1055","773-0017","public"
"小松島市","小松島中学校","小松島市日開野町字弥三次3-1","34.00301329","134.5769311","小松島市","0885-32-2044","773-0010","public"
"阿南市","那賀川中学校","阿南市那賀川町苅屋370-1","33.94964485","134.662076","阿南市","0884-42-0058","779-1235","public"
"阿南市","阿南第二中学校","阿南市内原町竹ノ内口143-1","33.87674367","134.6284987","阿南市","0884-26-0203
","779-1401","public"
"阿南市","新野中学校","阿南市新野町馬見21","33.84468401","134.5797668","阿南市","0884-36-2040","779-1510","public"
"阿南市","伊島中学校","阿南市伊島町瀬戸3","33.84423939","134.8091724","阿南市","0884-33-0321","774-1760","public"
"阿南市","椿町中学校","阿南市椿町宮ケ谷23","33.83432551","134.6814049","阿南市","0884-33-1008","779-1750","public"
"阿南市","阿南中学校","阿南市見能林町南勘高1","33.90528775","134.6648772","阿南市","0884-22-0539","774-0017","public"
"阿南市","阿南第一中学校","阿南市長生町西方589-1","33.92684791","134.6252312","阿南市","0884-22-1404","774-0046","public"
"阿南市","加茂谷中学校","阿南市加茂町南不け1","33.91481454","134.5505372","阿南市","0884-25-0012","771-5173","public"
"阿南市","福井中学校","阿南市福井町大西141","33.83876856","134.6231584","阿南市","0884-34-2234","779-1620","public"
"阿南市","富岡東中学校","阿南市領家町走寄102-2","33.92146305","134.6647051","徳島県","0884-22-2120","774-0011","public"
"吉野川市","山川中学校","吉野川市山川町前川261","34.06153975","134.2336886","吉野川市","0883-42-3137","779-3403","public"
"吉野川市","県立川島中学校　　","吉野川市川島町桑村字岡山367-3","34.05924945","134.3248468","徳島県","0883-25-2835","779-3303","public"
"吉野川市","鴨島第一中学校","吉野川市鴨島町鴨島633-2","34.07478252","134.3477902","吉野川市","0883-24-2449","776-0010","public"
"吉野川市","鴨島東中学校","吉野川市鴨島町麻植塚215-3","34.06981827","134.3752983","吉野川市","0883-24-2034","776-0002","public"
"阿波市","阿波中学校","阿波市阿波町東原230-1","34.08567021","134.2354585","阿波市","0883-35-2040","771-1703","public"
"阿波市","市場中学校","阿波市市場町市場字上野段6-3","34.09860196","134.2868254","阿波市","0883-36-2046","771-1602","public"
"阿波市","吉野中学校","阿波市吉野町西条字大西4-1","34.09892481","134.3702754","阿波市","088-696-2039","771-1402","public"
"阿波市","土成中学校","阿波市土成町吉田字一本松の二42","34.11385188","134.3480827","阿波市","088-695-2008","771-1507","public"
"徳島市","城ノ内中学校","徳島市北田宮１丁目9-30","34.09142972","134.5458025","徳島県","088-632-3712","770-0003","public"
"美馬市","江原中学校","美馬市脇町字曽江名359-41","34.0895647","134.1720327","美馬市","0883-52-1140","779-3741","public"
